Link,Cover,Title,Short Title,Chinese Title,Status,Author,Genre,Tags
https://www.mtlnovel.com/mystery-descends-my-exchanges-are-not-equal/,https://www.mtlnovel.net/uploads/2022/08/mystery-comes-my-exchange-is-not-equal-180x240.jpg.webp,Mystery Descends: My Exchanges Are Not Equal,MEANE,神秘降临：我的交换不对等,Ongoing,Pure Drip Salted Fish,Sci-fi,"Ability Steal, Cheats, Discrimination, Game Ranking System, Level System, Male Protagonist, Nationalism, Overpowered Protagonist, Racism, Survival Game, Talent, Weak to Strong"
https://www.mtlnovel.com/the-witch-of-the-cyberpunk-era/,https://www.mtlnovel.net/uploads/2022/08/the-witch-of-the-cyberpunk-era-180x240.jpg.webp,The Witch of the Cyberpunk Era,WOCE,赛博时代的魔女,Ongoing,小夕岁,"Action, Adventure, Harem, Sci-fi",Futuristic Setting
https://www.mtlnovel.com/the-leisurely-life-of-infinite-gods/,https://www.mtlnovel.net/uploads/2022/08/the-leisurely-life-of-infinite-gods.jpg.webp,The Leisurely Life of Infinite Gods,TLLIG,无限神豪的悠闲生活,Ongoing,the pinnacle,"Harem, Urban Life","Beautiful Female Lead, Male Protagonist, Poor to Rich, Sudden Wealth, System, Weak to Strong"
https://www.mtlnovel.com/i-am-immortal-in-the-cultivation-world/,https://www.mtlnovel.net/uploads/2022/08/i-am-immortal-in-the-immortal-world-180x240.jpg.webp,I Am Immortal In The Cultivation World,IAIICW,我在修仙界长生不死,Ongoing,Woodworking Mi Qing,"Fantasy, Xianxia","Alternate World, Ancient Times, Appearance Different from Actual Age, Beast Companions, Beasts, Buddhism, Calm Protagonist, Carefree Protagonist, Cheats, Clever Protagonist, Clever Protagonist Cultivation, Confident Protagonist, Dao Comprehension, Daoism, Demonic Cultivation Technique, Demons, Dragons, Hard-Working Protagonist, Heaven, Heavenly Tribulation, Immortals, Low-key Protagonist, Magical Space, Male Protagonist, Martial arts, Mythical Beasts, Prison, Reincarnated in Another World, Time Skip, Transmigration, Unique Cultivation Technique, Weak to Strong, Wuxia, Xianxia"
https://www.mtlnovel.com/global-awakening-join-the-chat-group-at-the-beginning/,https://www.mtlnovel.net/uploads/2022/08/global-awakening-join-the-chat-group-at-the-beginning-180x240.jpg.webp,Global Awakening: Join The Chat Group At The Beginning,GAJCGAB,全球觉醒：开局加入聊天群,Ongoing,飞翔的四眼,"Action, Comedy, Fantasy","Chat Rooms, Clever Protagonist, Crossover, Fan-fiction, Fanfiction, Male Protagonist, Marvel, Naruto, Nationalism, One Piece, Overpowered Protagonist, Special Abilities, System, Transmigration"
https://www.mtlnovel.com/rebirth-starts-at-7-million/,https://www.mtlnovel.net/uploads/2022/08/rebirth-starts-at-7-million.jpg.webp,Rebirth Starts at 7 Million,RSM,重生从700万开始,Ongoing,corn wine,Urban Life,"beautiful heroine, Business Management, Businessmen, Early Romance, Friendship, Male Protagonist, Poor to Rich, Racism, Rebirth, Second Chance"
https://www.mtlnovel.com/when-does-this-world-have-a-blood-bar-displayed/,https://www.mtlnovel.net/uploads/2022/08/when-does-this-world-have-a-blood-bar-displayed-180x240.jpg.webp,When Does This World Have a Blood Bar Displayed?,WDTWHBBD,这个世界什么时候有血条显示了,Ongoing,Brilliant moment,"Game, Horror","Evil Sprits, Fan-fiction, Fanfiction, Male Protagonist, Tailsman, World Hopping"
https://www.mtlnovel.com/jade-without-fragrance/,https://www.mtlnovel.net/uploads/2022/08/yu-wuxiang.jpg.webp,Jade Without Fragrance,JWF,玉无香,Ongoing,Willow Leaves In Winter,Romance,"Female Protagonist, Handsome Male Lead, Rebirth"
https://www.mtlnovel.com/returning-from-level-900/,https://www.mtlnovel.net/uploads/2022/08/returning-from-the-900th-floor-180x240.jpg.webp,Returning From Level 900,RFL900,从九百层归来,Ongoing,re-spotted ink,Sci-fi,"Emotionally Weak Protagonist, Futuristic Setting, Harem, Harem-seeking Protagonist, Male Protagonist, Rebirth"
https://www.mtlnovel.com/ke-yan-people-in-the-world-of-ke-xue/,https://www.mtlnovel.net/uploads/2022/08/ke-yan-people-in-the-world-of-ke-xue-180x240.jpg.webp,Ke Yan People In the World of Ke Xue,KYPIWKX,柯学世界里的柯研人,Ongoing,fall asleep,"Comedy, Fan-Fiction, Urban Life","Artificial Intelligence, Black Belly, Comedic Undertone, Detective Conan, Detectives, Male Protagonist, Police, Researcher, Secret Organization, Shameless Protagonist, System, Transmigration"
https://www.mtlnovel.com/different-dimension-game/,https://www.mtlnovel.net/uploads/2022/07/different-dimension-game-180x240.jpg.webp,Different Dimension Game,DDG,异维度游戏,Ongoing,final eternity,"Action, Fantasy, Sci-fi, Urban Life","Cheat, Evolution, Game, Male Protagonist, Mysterious Past, Special Abilities"
https://www.mtlnovel.com/the-moon-in-my-arms/,https://www.mtlnovel.net/uploads/2022/07/the-moon-in-my-arms-180x240.jpg.webp,The Moon In My Arms,TMIMA,月亮在怀里,Ongoing,囧囧 has a demon,Romance,"Female Protagonist, Handsome Male Lead"
https://www.mtlnovel.com/shenhaos-salted-fish-life/,https://www.mtlnovel.net/uploads/2022/08/shenhao-s-salted-fish-life-180x240.jpg.webp,Shenhao’s Salted Fish Life,SSFL,神豪的咸鱼人生,Ongoing,i don't want to regret,Urban Life,"Divorce, Harem, Harem-seeking Protagonist, Harem-seeking Protagonist Harsh Training, Male Protagonist, Orgy, Perverted Protagonist, Playboys, Poor to Rich, Sudden Wealth, System, Threesome"
https://www.mtlnovel.com/after-the-divorce-i-was-spoiled-by-the-prince/,https://www.mtlnovel.net/uploads/2022/07/after-the-divorce-i-was-spoiled-by-the-prince-180x240.jpg.webp,"After the Divorce, I Was Spoiled By the Prince",ADIWSBP,和离后，我被太子娇养了,Ongoing,Ten million,Romance,"Ancient China, Female Protagonist, Handsome Male Lead, Transmigration"
https://www.mtlnovel.com/martial-arts-god-level-kidnapper/,https://www.mtlnovel.net/uploads/2022/08/god-of-martial-arts-kidnapper.jpg.webp,Martial Arts: God-level Kidnapper,MAGLK,武侠之神级绑架犯,Ongoing,Xiao Xiaofengxi,"Fantasy, Wuxia","Evil Protagonist, Fast Cultivation, Fast Learner, Harem, Harem-seeking Protagonist, Male Protagonist, Netori, Rape"
https://www.mtlnovel.com/i-cut-down-the-troubled-world-alone/,https://www.mtlnovel.net/uploads/2022/07/i-cut-down-the-troubled-world-alone-180x240.jpg.webp,I Cut Down the Troubled World Alone,ICDTWA,我一个人砍翻乱世,Ongoing,Xinfeng,"Action, Fantasy, Urban Life","Calm Protagonist, Cheat, Male Protagonist, Nationalism, OP Protagonist, Overpowered Protagonist, Racism, Survival, System, Zombie, Zombies"
https://www.mtlnovel.com/the-big-brothers-daughter-has-become-the-favorite-of-the-wealthy-group/,https://www.mtlnovel.net/uploads/2022/07/the-big-brother-s-daughter-has-become-the-favorite-of-the-wealthy-group-180x240.jpg.webp,The Big Brother’s Daughter Has Become the Favorite of the Wealthy Group,TBBDHBFWG,大佬亲闺女成了豪门团宠,Ongoing,song,Urban Life,"Child Protagonist, Childcare, Cute, Cute Protagonist, Demon, Doctors, Family, Fantasy, Female Protagonist, Gambling, Hackers, Hiding True Identity, Pets, Smart Couple, Transmigration, Wealthy Characters"
https://www.mtlnovel.com/spirit-walker/,https://www.mtlnovel.net/uploads/2022/07/spirit-walker-180x240.jpg.webp,Spirit Walker,SW,灵境行者,Ongoing,Little Langjun,Sci-fi,"Evolution, Science fiction"
https://www.mtlnovel.com/awakening-identification-technique-found-that-the-daughter-is-from-the-future/,https://www.mtlnovel.net/uploads/2022/07/awakening-identification-technique-found-that-the-daughter-is-from-the-future.jpg.webp,"Awakening Identification Technique, Found That the Daughter is From the Future",AITFTDFF,觉醒鉴定术，发现女儿来自未来,Ongoing,Shi Erhu,"Action, Adventure, Fantasy, Martial Arts, Supernatural, Xuanhuan","Cheats, Cultivation, Game Elements, Harem, Male Protagonist, Monsters, Parallel Worlds, Transmigration, Weak to Strong"
https://www.mtlnovel.com/the-great-voyage-the-prop-master-on-the-straw-hat-ship/,https://www.mtlnovel.net/uploads/2022/07/the-great-voyage-the-prop-master-on-the-straw-hat-ship-180x240.jpg.webp,The Great Voyage: the Prop Master on the Straw Hat Ship,TGVPMSHS,大航海：草帽船上的道具师,Ongoing,Shoe Menlu,Fan-Fiction,"Accelerated Growth, Calm Protagonist, Cheats, Fan-fiction, Fanfiction, Handsome Male Lead, Harem, Male Protagonist, One Piece, Overpowered Protagonist, Pirates, Righteous Protagonist, Transmigration, Transported to Another World, Weak to Strong"
https://www.mtlnovel.com/master-peis-wife-is-a-devil-concubine/,https://www.mtlnovel.net/uploads/2022/07/airborne-hot-search-pei-s-jiaojiao-is-a-demon-concubine-180x240.jpg.webp,Master Pei’s Wife is a Devil Concubine,MPWDC,空降热搜！裴爷家的娇娇是妖妃,Ongoing,Cake Ren Xian Sen,Romance,"Acting, Celebrities, Complex Family Relationships, Female Protagonist, Handsome Male Lead, Love Interest Falls in Love First, Medical Knowledge, Misunderstandings, Multiple Reincarnated Individuals, Past Plays a Big Role, Protagonist Strong from the Start, Secret Relationship, Showbiz, Singers, Strong from the Start, Strong Love Interests, Transmigration, Wealthy Characters"
https://www.mtlnovel.com/the-rich-and-powerful-marry-the-rebirth-of-the-ace/,https://www.mtlnovel.net/uploads/2022/07/the-rich-and-powerful-marry-the-rebirth-of-the-ace-180x240.jpg.webp,The Rich and Powerful Marry: the Rebirth of the Ace,TRPMRA,豪门替嫁：重生王牌大佬,Ongoing,Do not forget the German sound,Romance,"Beautiful Female Lead, Female Protagonist, Handsome Male Lead, Hiding True Identity, Rebirth"
https://www.mtlnovel.com/conans-devil-child-comes-to-the-world/,https://www.mtlnovel.net/uploads/2022/07/conan-s-devil-child-comes-to-the-world-180x240.jpg.webp,Conan’s Devil Child Comes To the World,CDCCTW,柯南之魔童降世,Ongoing,thousand shadows afterglow,"Comedy, Fan-Fiction, Urban Life","Child Protagonist, Clones, Detective Conan, Detectives, Male Protagonist, Multiple Identities, Overpowered Protagonist, Reincarnation, Romantic Subplot, Secret Identity, Shameless Protagonist, System"
https://www.mtlnovel.com/parasitic-cultivation-race-clearing-system/,https://www.mtlnovel.net/uploads/2022/07/parasitic-cultivation-race-clearing-system-180x240.jpg.webp,Parasitic Cultivation: Race Clearing System,PCRCS,寄生修仙：种族清理系统,Ongoing,Five spicy strips,"Fantasy, Xianxia","Cultivation, Male Protagonist, System, Transmigration"
https://www.mtlnovel.com/admiral-in-the-marvel-universe/,https://www.mtlnovel.net/uploads/2022/07/admiral-in-the-marvel-universejpeg-180x240..webp,Admiral in the Marvel Universe,AIMU,混在漫威世界的海軍大將,Ongoing,飛天大橘貓,"Action, Adventure, Fantasy, Harem","Contracts, Discrimination, Fanfiction, Harem-seeking Protagonist, Harem-seeking Protagonist Harsh Training, Introverted Protagonist, Marvel, Nationalism, One Piece, Overpowered Protagonist, Protagonist Strong from the Start, Racism, Rape, System"
https://www.mtlnovel.com/horror-world-i-have-broken-the-favorability/,https://www.mtlnovel.net/uploads/2022/07/horror-world-i-have-broken-the-favorability.jpg.webp,Horror World: I Have Broken the Favorability,HWIHBF,恐怖世界之我玩坏了好感度,Ongoing,blue cool,"Game, Urban Life","Ghosts, Male Protagonist, System"
https://www.mtlnovel.com/after-crossing-and-husband-brought-hundreds-of-millions-of-supplies-to-farm/,https://www.mtlnovel.net/uploads/2022/07/after-crossing-and-husband-brought-hundreds-of-millions-of-supplies-to-farm-180x240.jpg.webp,"After Crossing, and Husband Brought Hundreds of Millions of Supplies To Farm",ACHBHMSTF,穿越后，和夫君带亿万物资去种田,Ongoing,enjoy the moment,Romance,"Ancient Times, Female Protagonist, God Protagonist, Magical Space, Rebirth, World Travel"
https://www.mtlnovel.com/at-the-beginning-kidnap-the-heroine-and-choose-the-villain-of-destiny/,https://www.mtlnovel.net/uploads/2022/07/at-the-beginning-kidnap-the-heroine-and-choose-the-villain-of-destiny-180x240.jpg.webp,"At the Beginning, Kidnap the Heroine and Choose the Villain of Destiny",ABKHCVD,开局绑架女主角，选择天命大反派,Ongoing,Heaven and Earth,Urban Life,"Evil Protagonist, First-time Intercourse, Harem, Harem-seeking Protagonist, Male Protagonist, Netori, Rape Victim Becomes Lover, Siblings Not Related by Blood, Sister Complex, System, Villain, Younger Sisters"
https://www.mtlnovel.com/im-obviously-lowering-my-favorability-why-am-i-being-chased-by-the-heroine/,https://www.mtlnovel.net/uploads/2022/07/i-m-obviously-lowering-my-favorability-why-am-i-being-chased-by-the-heroine-180x230.jpg.webp,"I’m Obviously Lowering My Favorability, Why Am I Being Chased By the Heroine?",IOLMFWAIBCBH,我明明在拉低好感度为何会被女主倒追,Ongoing,indulge my dream,Urban Life,"Devoted Love Interests, Harem, Love Interest Falls in Love First, Male Protagonist, Misunderstandings, Villain"
https://www.mtlnovel.com/cultivating-immortals-i-can-save-the-price/,https://www.mtlnovel.net/uploads/2022/07/cultivating-immortals-i-can-save-the-price-180x240.jpg.webp,Cultivating Immortals: I Can Save the Price,CIICSP,诡道修仙：我能豁免代价,Ongoing,brother of brother,"Action, Fantasy, Xianxia","Calm Protagonist, Cheat, Cultivation, Male Protagonist, smart protagonist, Transmigration"
https://www.mtlnovel.com/the-big-boss-behind-hogwarts/,https://www.mtlnovel.net/uploads/2022/07/the-big-boss-behind-hogwarts-180x240.jpg.webp,The Big Boss Behind Hogwarts,TBBBH,霍格沃兹之幕后大boss,Ongoing,harry potter red,Fan-Fiction,"Fantasy, Harem, Harry Potter, Male Protagonist, System"
https://www.mtlnovel.com/survive-in-the-wilderness-the-actor-king-sits-in-my-arms-and-weeps/,https://www.mtlnovel.net/uploads/2022/07/survival-in-the-wilderness-the-actor-sits-in-my-arms-and-weeps-180x240.jpg.webp,Survive in the Wilderness! The Actor King Sits in My Arms and Weeps,SITW,荒野求生：影帝坐在我怀里哭唧唧,Ongoing,bald captain,Romance,"Celebrities, Comedic Undertone, Female Protagonist, Protagonist Strong from the Start, Showbiz, Strong from the Start, Survival"
https://www.mtlnovel.com/weird-wizarding-world/,https://www.mtlnovel.net/uploads/2022/07/weird-wizarding-world-180x240.jpg.webp,Weird Wizarding World,WWW,诡异巫师世界,Ongoing,Ten Gardens,"Action, Fantasy","Cheat, Evil Gods, Evil Religions, Genius Protagonist, Handsome Male Lead, Low-key Protagonist, Magic, Male Protagonist, Transmigration, Wizard, Wizards"
https://www.mtlnovel.com/last-building-on-earth/,https://www.mtlnovel.net/uploads/2022/07/last-building-on-earth-180x240.jpg.webp,Last Building on Earth,LBE,地球上最后一幢楼,Ongoing,Death Angler,"Action, Fantasy, Sci-fi","Evolution, Male Protagonist, Survival"
https://www.mtlnovel.com/cultivating-in-secret-beside-a-demoness/,https://www.mtlnovel.net/uploads/2022/07/gou-secretly-cultivates-beside-the-devil-180x240.jpg.webp,Cultivating In Secret Beside A Demoness,CSBD,苟在女魔头身边偷偷修炼,Ongoing,spicy red pepper,"Fantasy, Xianxia","Alchemy, Beautiful Female Lead, Cold Love Interests, Demonic Cultivation Technique, Immortals, Low-key Protagonist, Male Protagonist, Pill Concocting, Rape, Reverse R*pe, Slow Romance, Xianxia"
https://www.mtlnovel.com/rumor-has-it-that-im-pregnant-with-his-highness-child/,https://www.mtlnovel.net/uploads/2022/07/shock-the-whole-capital-is-eating-me-and-the-prince-s-melon-180x240.jpg.webp,Rumor Has It That I’m Pregnant with His Highness’ Child,RHIIPWHHC,惊！全京城都在吃我和王爷的瓜,Ongoing,Large fruit,Romance,"Female Protagonist, Handsome Male Lead, Pregnancy"
https://www.mtlnovel.com/longevity-gourd/,https://www.mtlnovel.net/uploads/2022/07/longevity-gourd-180x240.jpg.webp,Longevity Gourd,LG,长生仙葫,Ongoing,Xiao Li Feng Dao,"Action, Xianxia","Action, Alchemy, Male Protagonist, Ruthless Protagonist"
https://www.mtlnovel.com/even-if-you-become-an-animal-you-have-to-serve-an-iron-rice-bowl/,https://www.mtlnovel.net/uploads/2022/07/even-if-you-become-an-animal-you-have-to-serve-an-iron-rice-bowl-quick-wear-180x240.jpg.webp,"Even If You Become An Animal, You Have To Serve An Iron Rice Bowl",EIYBAA,变成动物也要端上铁饭碗（快穿）,Ongoing,Shangchun Zheng Renjing,"Adventure, Comedy, Fantasy","animals, Crime, Criminals, Hard-Working Protagonist, Male Protagonist, Modern Day, Non-humanoid Protagonist, Police, Quick Transmigration, World Hopping"
https://www.mtlnovel.com/go-crazy-are-you-really-a-beastmaster/,https://www.mtlnovel.net/uploads/2022/07/go-crazy-are-you-really-a-beastmaster-180x240.jpg.webp,Go Crazy! Are You Really a Beastmaster?,GCAYRB,疯了吧！你真是御兽师？,Ongoing,Agate Melon,"Action, Fantasy, Urban Life, Xuanhuan","Calm Protagonist, Cheats, Family, Game Elements, God Protagonist, Male Protagonist, Monster Tamer, Transmigration"
https://www.mtlnovel.com/dressed-as-the-villains-rich-second-generation-father-showing-off-the-dead-protagonist/,https://www.mtlnovel.net/uploads/2022/07/dressed-as-the-villain-s-rich-second-generation-father-showing-off-the-dead-protagonist.jpg.webp,"Dressed As the Villain’s Rich Second-generation Father, Showing Off the Dead Protagonist",DAVRSFSODP,穿成反派富二代他爹，秀死主角,Ongoing,Twilight Rainbow,Urban Life,"Arrogant Characters, Harem, Harem-seeking Protagonist, Rape Victim Becomes Lover, System, Villain"
https://www.mtlnovel.com/general-madam-called-you-to-farm/,https://www.mtlnovel.net/uploads/2022/07/general-madam-called-you-to-farm-180x240.jpg.webp,"General, Madam Called You To Farm",GMCYTF,将军，夫人喊你种田了,Ongoing,folk remedies,Romance,"Childcare, Female Protagonist, Handsome Male Lead, Medical Knowledge, Transmigration"
https://www.mtlnovel.com/alternate-world-i-started-with-two-sss-templates/,https://www.mtlnovel.net/uploads/2022/07/I-Started-With-Two-SSS-Templates-180x240.jpg.webp,Alternate World: I Started With Two SSS Templates,ISWTST,全球副本：开局两个SSS模板,Ongoing,cold fried small fish,Urban Life,"Absent Parents, Alternate World, College/University, Dungeons, Game Elements, Harem-seeking Protagonist, Male Protagonist, Orphans, System, Transmigration"
https://www.mtlnovel.com/pirates-i-resurrected-roger/,https://www.mtlnovel.net/uploads/2022/07/pirates-i-resurrected-roger-180x240.jpg.webp,Pirates: I Resurrected Roger,PIRR,海贼：我复活了罗杰,Ongoing,please hit me,Fan-Fiction,"Arrogant Characters, Comedic Undertone, Male Protagonist, One Piece, Ruthless Protagonist, System"
https://www.mtlnovel.com/city-i-started-as-a-rich-second-generation-villain/,https://www.mtlnovel.net/uploads/2022/07/city-i-started-as-a-rich-second-generation-villain.jpg.webp,City: I Started As a Rich Second-generation Villain,CISARSV,都市：我开局成了富二代反派,Ongoing,The villain will rise,Urban Life,"Antihero Protagonist, Calm Protagonist, Cunning Protagonist, First-time Intercourse, Handjob, Handsome Male Lead, Harem, Harem-seeking Protagonist, Maids, Male Protagonist, Manipulative Characters, Master-Disciple Relationship, Multiple Protagonists, Netori, Overpowered Protagonist, Sexual Cultivation Technique, Student-Teacher Relationship, System, Villain, Wealthy Characters"
https://www.mtlnovel.com/my-second-life-as-a-secretary/,https://www.mtlnovel.net/uploads/2022/07/my-second-life-as-a-secretary-180x240.png.webp,My Second Life As A Secretary,MSLAS,总裁文里当秘书,Ongoing,Mai Hua Er Guniang,"Comedy, Fantasy, Mature, Psychological, Romance","Absent Parents, Beautiful Female Lead, Bickering Couple, Business Management, Businessmen, Cold Love Interests, Cute Protagonist, Family Business, Female Protagonist, Handsome Male Lead, Hard-Working Protagonist, Heartwarming, Love Interest Falls in Love First, Mature Protagonist, Misunderstandings, Modern Day, Pragmatic Protagonist, Slow Romance, Strong Love Interests, Transmigration, Tsundere, Villainess Noble Girls, Wealthy Characters"
https://www.mtlnovel.com/start-with-a-mechanical-hunter/,https://www.mtlnovel.net/uploads/2022/07/start-with-a-mechanical-hunter-180x240.jpg.webp,Start with a Mechanical Hunter,SMH,从机械猎人开始,Ongoing,Bug dream,Game,"Artificial Intelligence, Biochip, Calm Protagonist, Game Elements, Genetic Modifications, Outer Space, Reincarnated in a Game World"
https://www.mtlnovel.com/urban-demon-slayer/,https://www.mtlnovel.net/uploads/2022/07/Urban-Demon-Slayer-180x240.jpg.webp,Urban Demon Slayer,UDS,都市斩妖人,Ongoing,person playing the piano,"Fantasy, Urban Life","Demons, Male Protagonist, Weak to Strong"
https://www.mtlnovel.com/after-being-robbed-of-everything-she-returned-as-a-god/,https://www.mtlnovel.net/uploads/2022/07/after-being-robbed-of-everything-she-returned-as-a-god-180x240.jpg.webp,"After Being Robbed of Everything, She Returned As a God",ABRESRAG,被夺一切后她封神回归,Ongoing,Qing Qian,Romance,"Female Protagonist, Handsome Male Lead"
https://www.mtlnovel.com/superman-deltas-life-diary/,https://www.mtlnovel.net/uploads/2022/07/superman-delta-s-life-diary-180x240.jpg.webp,Superman Delta’s Life Diary,SDLD,超人德尔塔的生活日记,Ongoing,Catch the cloud,Fan-Fiction,"Fan-fiction, Fanfiction"
https://www.mtlnovel.com/eternal-god-emperor/,https://www.mtlnovel.net/uploads/2022/07/Eternal-God-Emperor-180x240.jpg.webp,Eternal God Emperor,EGE,万古神帝,Ongoing,Flying Fish,"Fantasy, Xuanhuan",Male Protagonist
https://www.mtlnovel.com/escape-game-i-awakened-survival-simulator/,https://www.mtlnovel.net/uploads/2022/07/escape-game-i-awakened-survival-simulator-180x240.jpg.webp,Escape Game: I Awakened Survival Simulator,EGIASS,逃生游戏：我觉醒了求生模拟器,Ongoing,wind sails,Sci-fi,"Absent Parents, Alchemy, Antihero Protagonist, Comedic Undertone, Evil Gods, Evil Religions, Evolution, Ghosts, Male Protagonist, Misunderstandings, Mutations, Overpowered Protagonist, Psychopaths, Ruthless Protagonist, Survival Game, System, Transmigration"
https://www.mtlnovel.com/public-executions-from-king-duma/,https://www.mtlnovel.net/uploads/2022/07/public-executions-from-king-duma-180x240.jpg.webp,Public Executions From King Duma,PEFKD,从呆毛王开始公开处刑,Ongoing,fly again,"Fan-Fiction, Fantasy","Fanfiction, Harem, Live broadcast, Male Protagonist, Naruto, Nationalism, Type-moon"
https://www.mtlnovel.com/summoning-the-strongest-emperor-of-the-heavens/,https://www.mtlnovel.net/uploads/2022/07/Summoning-the-Strongest-Emperor-of-the-Heavens-1-180x240.jpg.webp,Summoning the Strongest Emperor of the Heavens,SSEH,召唤之诸天最强帝君,Ongoing,Langya Immortal,"Fantasy, Xuanhuan","Aristocrat, Army Building, Cultivation, Kingdom Building, Nobles, System, Transmigration, Wars, Wars Weak to Strong, Weak to Strong"
https://www.mtlnovel.com/futuristic-chef-transmigrated-as-mother/,https://www.mtlnovel.net/uploads/2022/07/after-the-little-cook-passed-through-she-won-with-her-cub-lying-down-180x240.jpg.webp,Futuristic Chef Transmigrated As Mother,FCTAM,小厨娘穿越后，带崽躺赢了,Ongoing,Aijia is a little tired,Romance,"Childcare, Cooking, Devoted Love Interests, Female Protagonist, Handsome Male Lead"
https://www.mtlnovel.com/pirates-from-the-decomposition-of-all-things/,https://www.mtlnovel.net/uploads/2022/07/pirates-from-the-decomposition-of-all-things-180x240.jpg.webp,Pirates: From the Decomposition of All Things,PFDAT,海贼：从万物分解开始,Ongoing,cuckoo fish,Fan-Fiction,"Harem, Harem-seeking Protagonist, Male Protagonist, One Piece, Sexual Abuse, Weak to Strong"
https://www.mtlnovel.com/genshin-impact-i-sell-jars-in-tivat-continent/,https://www.mtlnovel.net/uploads/2022/07/genshin-impact-i-sell-jars-in-tivat-continent-180x240.jpg.webp,Genshin Impact: I Sell Jars In Tivat Continent,GIISJITC,原神：我在提瓦特大陆卖罐子,Ongoing,Yama squirrel,"Fan-Fiction, Fantasy","Easy Going Life, Game Elements, Harem, Male Protagonist, Store Owner"
https://www.mtlnovel.com/my-runes-can-be-upgraded/,https://www.mtlnovel.net/uploads/2022/07/my-runes-can-be-upgraded-180x240.jpg.webp,My Runes Can Be Upgraded,MRCBU,我的符文能升级,Ongoing,grin,Game,"Cheats, Cowardly Protagonist, Fat Protagonist, Fat to Fit, Hard-Working Protagonist, Male Protagonist, System, Ugly to Beautiful, Weak to Strong"
