Link,Cover,Title,Short Title,Chinese Title,Status,Author,Genre,Tags
https://www.mtlnovel.com/supreme-demon-2/,https://www.mtlnovel.net/uploads/2021/11/supreme-demon.jpg.webp,Supreme Demon,SD,无上仙魔,Completed,Ride a pig south,"Fantasy, Xianxia","Cultivation, Demonic Cultivation Technique, Male Protagonist, Souls"
https://www.mtlnovel.com/marry-an-80-year-old-man-rebirth/,https://www.mtlnovel.net/uploads/2021/11/marry-an-80-year-old-man-rebirth-180x240.jpg.webp,Marry An 80-year-old Man [Rebirth],MA80YM,嫁给八零老男人[重生],Completed,Colorful,Romance,"Beautiful Female Lead, Couple Growth, Disabilities, Familial Love, Family, Female Protagonist, Hard-Working Protagonist, Heartwarming, Love Interest Falls in Love First, Marriage, Pregnancy, Rebirth, Second Chance"
https://www.mtlnovel.com/from-the-country-team-to-the-rich/,https://www.mtlnovel.net/uploads/2021/11/from-the-country-team-to-the-rich-180x240.jpg.webp,From the Country Team To the Rich,FCTTR,从乡村球队走向豪门,Completed,Golden seal,Sports,"Business Management, Businessmen, Football, Male Protagonist, Soccer, Transmigration"
https://www.mtlnovel.com/after-rebirth-i-just-want-to-concentrate-on-raising-my-baby/,https://www.mtlnovel.net/uploads/2021/11/after-rebirth-i-just-want-to-concentrate-on-raising-my-baby-180x240.jpg.webp,"After Rebirth, I Just Want To Concentrate on Raising My Baby",ARIJWCRMB,重生后我只想专心养崽,Completed,糖不停,"Comedy, Drama, Josei, Romance, Slice of Life","Beautiful Female Lead, Childcare, Cute Children, Female Protagonist, Handsome Male Lead, Marriage, Modern Day, Rebirth, Reincarnation, Second Chance, Time Travel"
https://www.mtlnovel.com/the-way-of-the-empress/,https://www.mtlnovel.net/uploads/2021/11/the-way-of-the-empressjpeg-180x240..webp,The Way of the Empress,WOE,帝后之路,Completed,Rain Falls Like Dust,"Adventure, Mecha, Romance, Sci-fi, Yaoi","Arranged Marriage, Clever Protagonist, Cold Love Interests, Complex Family Relationships, Cunning Protagonist, Devoted Love Interests, Disabilities, Doting Love Interests, Family Conflict, First Love, Forced Marriage, Futuristic Setting, Marriage, Nobles, Pets, Proactive Protagonist, Royalty, Smart Couple, Underestimated Protagonist, Wealthy Characters"
https://www.mtlnovel.com/my-sister-is-too-protective/,https://www.mtlnovel.net/uploads/2021/11/my-sister-is-too-short-term-180x240.jpg.webp,My Sister is Too Protective,MSTP,我家师姐太护短,Completed,There is a lot of right and wrong,"Harem, Urban Life","Beautiful Female Lead, Clingy Lover, Harem, Male Protagonist"
https://www.mtlnovel.com/after-becoming-the-golden-finger-of-long-aotian-male-protagonist/,https://www.mtlnovel.net/uploads/2021/11/after-becoming-the-golden-finger-of-long-aotian-male-protagonist-180x240.jpg.webp,After Becoming the Golden Finger of Long Aotian Male Protagonist,ABGFLAMP,成为龙傲天男主的金手指后,Completed,Yu Luo,"Drama, Josei, Slice of Life, Xianxia","Beast Companions, Cultivation, Female Protagonist, Handsome Male Lead, Hard-Working Protagonist, Multiple POV, Slow Romance, Strength-based Social Hierarchy, Transmigration"
https://www.mtlnovel.com/zero-to-hero-in-the-martial-arts-library/,https://www.mtlnovel.net/uploads/2021/11/Zero-To-Hero-In-The-Martial-Arts-Library-180x240.jpg.webp,Zero To Hero In The Martial Arts Library,ZTHIMAL,我在武道图书馆苟到无敌,Completed,Mu Yi makes a fire,"Fantasy, Martial Arts, Xuanhuan","Beast Companions, Cheats, Eye Powers, Fast Learner, Hiding True Identity, Lack of Common Sense, Low-key Protagonist, Male Protagonist, Modern Day, Nationalism, Overpowered Protagonist, Psychopaths, Racism, Strong to Stronger"
https://www.mtlnovel.com/quickly-pierce-the-peace-of-mind-to-be-a-passerby/,https://www.mtlnovel.net/uploads/2021/11/quickly-pierce-the-peace-of-mind-to-be-a-passerby-180x240.jpg.webp,Quickly Pierce the Peace of Mind To Be a Passerby,QPPMTBP,快穿之安心做个路人甲,Completed,A Qiu Youzhu,"Drama, Josei, Slice of Life","Average-looking Protagonist, Comedic Undertone, Cultivation, Female Protagonist, Hard-Working Protagonist, Marriage of Convenience, Money Grubber, Poor to Rich, Quick Transmigration, System Administrator, Ugly to Beautiful, Wealthy Characters, World Hopping"
https://www.mtlnovel.com/interstellar-counterattack-becomes-a-god/,https://www.mtlnovel.net/uploads/2021/11/interstellar-counterattack-becomes-a-god-180x240.jpg.webp,Interstellar Counterattack Becomes a God,ICBG,星际之逆袭成神,Completed,Xiaochen Zhuyuan,Yaoi,"Cultivation, Interestellar, Male Protagonist, Transmigration"
https://www.mtlnovel.com/from-propulsion-city-to-multiverse/,https://www.mtlnovel.net/uploads/2021/11/from-propulsion-city-to-multiverse-180x240.jpg.webp,From Propulsion City To Multiverse,FPCTM,从推进城到多元宇宙,Completed,Lingnan Three People,Sci-fi,"Ability Steal, Accelerated Growth, Adventurers, Army Building, Biochip, Body Swap, Cheats, Clones, Fan-fiction, Fanfiction, Firearms, Future Civilization, Genetic Modifications, Genius Protagonist, Hunters, Industrialization, Kingdom Building, Loyal Subordinates, Male Protagonist, Multiple Identities, Naruto, Nationalism, One Piece, Outer Space, Overpowered Protagonist, Pirates, Protagonist with Multiple Bodies, Resurrection, Scientists, Secret Organizations, Secretive Protagonist, Souls, Spaceship, Special Abilitie, Strategic Battles, Strong to Stronger, Technological Gap, Transmigration, Unique Cultivation Technique, World Hopping"
https://www.mtlnovel.com/auntie-went-down-to-raise-her-cubs-but-she-was-a-sensation/,https://www.mtlnovel.net/uploads/2021/11/auntie-went-down-to-raise-her-cubs-but-she-was-a-sensation-180x240.jpg.webp,"Auntie Went Down To Raise Her Cubs, But She Was a Sensation!",AWDTRHCBSWS,姑奶奶下山养崽，却全民轰动！,Completed,Eighteen Nights,"Romance, School Life, Supernatural","Adopted Protagonist, Beautiful Female Lead, Business Management, Caring Protagonist, Clever Protagonist, Comedic Undertone, Complex Family Relationships, Entertainment, Family, Family Business, Family Conflict, Female Protagonist, Feng Shui, Hiding True Identity, Protagonist Strong from the Start, Rebirth, Urban, Wealthy Characters"
https://www.mtlnovel.com/haiyan-heqing-four-oclock-days/,https://www.mtlnovel.net/uploads/2021/11/haiyan-heqing-four-o-clock-days-180x240.jpg.webp,Haiyan Heqing Four O’clock Days,HHFOD,海晏河清四时天,Completed,Ciliansheng,Romance,
https://www.mtlnovel.com/the-video-is-connected-to-the-world-the-top-ten-sword-gods-in-the-beginning/,https://www.mtlnovel.net/uploads/2021/11/the-video-is-connected-to-the-world-the-top-ten-sword-gods-in-the-beginning-180x240.jpg.webp,"The Video is Connected To the World, The Top Ten Sword Gods In the Beginning",TVCTWTTSGIB,视频通万界，开局盘点十大剑神,Completed,Long-cherished wish in this life,"Fantasy, Xuanhuan","Cultivation, Fanfiction, Fast Cultivation, Hiding True Identity, Male Protagonist, Misunderstandings, Multiple POV, Multiple Realms, Secret Identity, System, System Administrator, Transmigration, Weak to Strong"
https://www.mtlnovel.com/intergalactic-era-of-gossip/,https://www.mtlnovel.net/uploads/2021/11/intergalactic-era-of-gossip-180x240.png.webp,Intergalactic Era of Gossip,IEOG,星际八卦时代,Completed,Shang Ling,"Action, Comedy, Mystery, Romance, Shounen Ai, Xuanhuan","Aristocracy, Comedic Undertone, Enemies Become Lovers, Famous Protagonist, Futuristic Setting, Love Interest Falls in Love First, Misunderstandings, Outer Space, Persistent Love Interests, Reincarnation, Secret Identity, Unreliable Narrator"
https://www.mtlnovel.com/i-really-didnt-want-to-fall-in-love-with-the-hedgehog-girl/,https://www.mtlnovel.net/uploads/2021/11/i-really-didn-t-want-to-fall-in-love-with-the-hedgehog-girl-180x240.jpg.webp,I Really Didn’t Want To Fall In Love with the Hedgehog Girl,IRDWTFILHG,我真没想和刺猬女孩恋爱,Completed,Leaning on a small building to listen to the wind and rain,"Romance, Urban Life",Female Protagonist
https://www.mtlnovel.com/fake-daughter-alpha-self-help-notes/,https://www.mtlnovel.net/uploads/2021/11/fake-daughter-alpha-self-help-notes-180x240.jpg.webp,Fake Daughter Alpha Self-help Notes,FDASN,假千金Alpha自救手札,Completed,Long Yincao,Yuri,"Adopted Protagonist, Cold Love Interests, Modern Days, Omegaverse, System, Wealthy Characters"
https://www.mtlnovel.com/after-the-doomsday-rebirth-my-whole-family-is-big-brother/,https://www.mtlnovel.net/uploads/2021/11/after-the-doomsday-rebirth-my-whole-family-is-big-brother-180x240.jpg.webp,"After the Doomsday Rebirth, My Whole Family is Big Brother",ADRMWFBB,末日重生后我全家都是大佬,Completed,Hinata's white eyes,"Romance, Sci-fi","Familial Love, Family, Farming, Female Protagonist, Handsome Male Lead, Magical Space, Rebirth, Special Abilities, Zombies"
https://www.mtlnovel.com/my-smell-is-damn-charming/,https://www.mtlnovel.net/uploads/2021/11/my-smell-is-damn-charming-180x240.jpg.webp,My Smell is Damn Charming,MSDC,我的味道该死的迷人[花滑],Completed,静舟小妖,"Romance, Shounen Ai, Sports","Caring Protagonist, Modern Day, Omegaverse, Power Couple, Pragmatic Protagonist, Reincarnation, Second Chance, Seme Protagonist, Transmigration"
https://www.mtlnovel.com/immortal-king/,https://www.mtlnovel.net/uploads/2021/11/immortal-king-180x240.jpg.webp,Immortal King,IK,不灭神王,Completed,Watch chess,"Fantasy, Xuanhuan","Male Protagonist, Money Grumbler"
https://www.mtlnovel.com/the-yanderes-kiss-extends-my-life/,https://www.mtlnovel.net/uploads/2021/11/the-yandere-s-kiss-extends-my-life-180x240.jpg.webp,The Yandere’s Kiss Extends My Life,YKEML,我靠病娇的吻续命（穿书）,Completed,众凌老怪,"Fantasy, Romance","Abandoned Children, Female Protagonist, Male Yandere, Manipulative Characters, Obsessive Love, Transmigration"
https://www.mtlnovel.com/seventy-two-changes-of-the-evil-spirits/,https://www.mtlnovel.net/uploads/2021/10/seventy-two-changes-of-the-evil-spirits-180x240.jpg.webp,Seventy-two Changes of the Evil Spirits,STCES,地煞七十二变,Completed,Sacrificial wine,"Fantasy, Xuanhuan","Ghosts, Male Protagonist, Mythical Beasts, Mythology, Weak to Strong"
https://www.mtlnovel.com/80s-peasant-girl/,https://www.mtlnovel.net/uploads/2021/11/eighty-farmhouse-violent-woman-180x240.jpg.webp,80s Peasant Girl,80PG,八零农家悍女,Completed,Dye Xi Nian,Romance,"Cooking, Female Protagonist, Medical Knowledge, Rebirth, Strong from the Start, Superpowers, Transmigration"
https://www.mtlnovel.com/suddenly-invincible/,https://www.mtlnovel.net/uploads/2021/11/suddenly-invincible-180x240.jpg.webp,Suddenly Invincible,SI,突然无敌了,Completed,Ice dust on the fairy road,"Action, Adventure, Fan-Fiction","Fan-fiction, Fanfiction, Harem, Male Protagonist, Overpowered Protagonist"
https://www.mtlnovel.com/all-rounded-strategy-game/,https://www.mtlnovel.net/uploads/2021/11/all-rounded-strategy-game-180x240.jpg.webp,All-Rounded Strategy Game,ARSG,全能攻略游戏[快穿],Completed,公子如兰,"Adventure, Comedy, Yaoi","Ancient Times, Cross-dressing, Doting Love Interests, Fated Lovers, Friendship, Futuristic Setting, Genius Protagonist, Handsome Male Lead, Heartwarming, Love at First Sight, Love Interest Falls in Love First, Modern Day, Multiple Transported Individuals, Omegaverse, Pets, Power Couple, Protagonist Strong from the Start, Royalty, Smart Couple, Strong Love Interests, System Administrator, Transmigration, Tsundere, Wealthy Characters, World Hopping"
https://www.mtlnovel.com/her-little-sweet-lover/,https://www.mtlnovel.net/uploads/2021/11/her-little-sweet-lover-180x240.jpg.webp,Her Little Sweet Lover,HLSL,她的小甜美,Completed,鹿随,"Comedy, Josei, Romance, Slice of Life","Beautiful Female Lead, Handsome Male Lead"
https://www.mtlnovel.com/i-dont-want-to-be-the-seventh-hokage/,https://www.mtlnovel.net/uploads/2021/10/i-don-t-want-to-be-the-seventh-generation-of-hokage-180x240.jpg.webp,I Don’t Want To Be the Seventh Hokage,IDWTBSH,我不想当七代火影,Completed,Bai Nan is a handsome guy,Fan-Fiction,"Comedic Undertone, Fan-fiction, Male Protagonist, Naruto, Reincarnated in Another World, System"
https://www.mtlnovel.com/please-put-on-your-vest-madam/,https://www.mtlnovel.net/uploads/2021/10/please-put-on-your-vest-madam-180x240.jpg.webp,"Please Put on Your Vest, Madam",PPYVM,太太请披好你马甲,Completed,Lu Qingyi,Romance,"Cold Protagonist, Complex Family Relationships, Devoted Love Interests, Female Protagonist, First Love, Genius Protagonist, Hackers, Investigations, Male Protagonist, Medical Knowledge, Multiple Identities"
https://www.mtlnovel.com/rebirth-outstanding/,https://www.mtlnovel.net/uploads/2021/10/rebirth-180x240.jpg.webp,Rebirth: Outstanding,RO,重生之出人头地,Completed,Noisy or not to be noisy,Urban Life,"Businessmen, Harem, Male Protagonist, Poor to Rich, Rebirth"
https://www.mtlnovel.com/rebirth-of-everyday-life-in-the-1970s/,https://www.mtlnovel.net/uploads/2021/10/rebirth-of-everyday-life-in-the-1970s-180x240.jpg.webp,Rebirth of Everyday Life In the 1970s,RELI,七零年代重生日常,Completed,Koshi,Yaoi,"Cool Text, Feng Shui, Rebirth, Seme Protagonist, Supernatural, Transmigration"
https://www.mtlnovel.com/indescribable-invincibility/,https://www.mtlnovel.net/uploads/2021/10/indescribable-invincibility-180x240.jpg.webp,Indescribable Invincibility,II,不可描述的无敌,Completed,Ice dust on the fairy road,"Action, Fantasy","Calm Protagonist, Male Protagonist, Overpowered Protagonist, Rebirth, Schemes And Conspiracies, Time Travel, Transmigration, Wuxia"
https://www.mtlnovel.com/after-being-kidnapped-by-the-crown-prince/,https://www.mtlnovel.net/uploads/2021/10/after-being-kidnapped-by-the-crown-prince-180x240.jpg.webp,After Being Kidnapped by the Crown Prince,ABKBCP,被太子抢婚之后,Completed,明月像饼,"Historical, Josei, Mature, Psychological, Romance, Tragedy","Beautiful Female Lead, Betrayal, Cold Love Interests, Confinement, Male Yandere, Nightmares, Obsessive Love, Pregnancy, R*pe, Ruthless Protagonist, Second Chance, Stockholm Syndrome"
https://www.mtlnovel.com/five-hundred-guo-jing/,https://www.mtlnovel.net/uploads/2021/10/five-hundred-guo-jing-180x240.jpg.webp,Five Hundred Guo Jing,FHGJ,五百个郭靖,Completed,I long for power,Urban Life,Male Protagonist
https://www.mtlnovel.com/the-sect-master-was-switched-at-birth/,https://www.mtlnovel.net/uploads/2021/10/the-sect-master-was-switched-at-birthjpeg-180x240..webp,The Sect Master was Switched at Birth,SMSAB,玄门掌教是被拐的真千金,Completed,Pine Flower Wine,"Action, Fantasy, Horror, Mature, Mystery, Psychological, Romance, Supernatural","Calm Protagonist, Comedic Undertone, Complex Family Relationships, Exorcism, Female Protagonist, Ghosts, Gore, Murders, Mysterious Past, Mystery Solving, Protagonist Strong from the Start, Sect Development, Strong Love Interests, Strong to Stronger"
https://www.mtlnovel.com/reforged-wizard/,https://www.mtlnovel.net/uploads/2021/10/Reforged-Wizard-1-180x240.jpg.webp,Reforged Wizard,RW,重铸巫师,Completed,The fish in the rain wants to sing,"Fantasy, Xuanhuan","Cautious Mc, Nationalism, System, Transmigration, Wizard, World Hopping"
https://www.mtlnovel.com/unable-to-divorce-after-signing-the-marriage-contract/,https://www.mtlnovel.net/uploads/2021/10/unable-to-divorce-after-signing-the-marriage-contract-180x240.jpg.webp,Unable to Divorce After Signing the Marriage Contract,UDASMC,协议结婚后我离不掉了,Completed,百户千灯,"Romance, Shounen Ai, Slice of Life, Yaoi","Amnesia, Arranged Marriage, Child Abuse, Contracts, Devoted Love Interests, Doting Love Interests, Handsome Male Lead, Love Interest Falls in Love First, Marriage, Marriage of Convenience, Modern Day, Past Plays a Big Role, Pretend Lovers, Sickly Characters"
https://www.mtlnovel.com/genius-divine-doctor-favourite-concubine/,https://www.mtlnovel.net/uploads/2021/10/genius-divine-doctor-favourite-concubine-180x240.jpg.webp,Genius Divine Doctor Favourite Concubine,GDDFC,天才神医宠妃,Completed,雪鸾歌,"Fantasy, Romance, Shoujo, Wuxia","Childcare, Cultivation, Cute Children, Female Protagonist, First-time Intercourse, Genius Protagonist, Medical Knowledge, Pregnancy, Transmigration"
https://www.mtlnovel.com/higher-level-wife/,https://www.mtlnovel.net/uploads/2021/10/higher-level-wife-180x225.jpg.webp,Higher Level Wife,HLW,妻高一筹,Completed,梨花白,"Comedy, Drama, Harem, Historical, Slice of Life","Abandoned Children, Childcare, Clever Protagonist, Female Protagonist, Handsome Male Lead, Transmigration"
https://www.mtlnovel.com/owl-your-wife-has-dropped-her-waistcoat-again/,https://www.mtlnovel.net/uploads/2021/10/owl-your-wife-has-dropped-her-waistcoat-again-180x240.jpg.webp,"Owl, Your Wife Has Dropped Her Waistcoat Again",OYWHDHWA,枭爷您夫人又掉马甲了,Completed,Flower foam time,Romance,"Beautiful Female Lead, Business Management, Female Protagonist, Genius Protagonist, Hiding True Identity, Multiple Hidden Identities, Protagonist Strong from the Start, Romance"
https://www.mtlnovel.com/the-afk-farming-software-i-became-invincible-without-knowing-it/,https://www.mtlnovel.net/uploads/2021/10/The-AFK-Farming-Software-180x240.jpg.webp,The AFK Farming Software: I Became Invincible Without Knowing It,AFKFSIBIWKI,挂机软件：我不知不觉就无敌了,Completed,Autumn Lu,"Fantasy, Xuanhuan","Alchemy, Arrogant Characters, Beast Companions, Cultivation, Dao Comprehension, Fast Cultivation, Gate to Another World, Godly Powers, Male Protagonist, Money Grubber, Overpowered Protagonist, Pets, Servants, Slaves, System, Transmigration, Weak to Strong"
https://www.mtlnovel.com/master-mixer-rebirth/,https://www.mtlnovel.net/uploads/2021/10/master-mixer-rebirth-180x240.jpg.webp,Master Mixer [Rebirth],MM,炼器大师[重生],Completed,Jing Han,Yaoi,"Aggressive Characters, Artifact Crafting, Betrayal, Clever Protagonist, Clever Protagonist Cultivation, Clingy Lover, Cold Protagonist, Cultivation, Daoism, Demonic Cultivation Technique, Enemies Become Lovers, Friends Become Enemies, Jealousy, Love Interest Falls in Love First, Poisons, Previous Life, Rape, Transmigration"
https://www.mtlnovel.com/dedicate-ones-mind/,https://www.mtlnovel.net/uploads/2021/10/dedicate-one-s-mind-180x240.jpg.webp,Dedicate One’s Mind,DOM,辟道立心,Completed,Disperse in the dust,Xianxia,"Body Tempering, Calm Protagonist, Cultivation, Immortals, Male Protagonist, Souls"
https://www.mtlnovel.com/dressed-as-a-big-villain-in-a-dog-blood-book/,https://www.mtlnovel.net/uploads/2021/10/the-villain-dressed-as-a-dog-in-blood-180x240.jpg.webp,Dressed as a Big Villain in a Dog Blood Book,DBVIDBB,穿成狗血文中的大反派,Completed,Dan Qingshou,"Drama, Fantasy, Josei, Romance, Xianxia","Blackmail, Cultivation, Demons, Dense Protagonist, Depictions of Cruelty, Female Protagonist, Handsome Male Lead, Male Yandere, Master-Disciple Relationship, Obsessive Love, R-15, Slow Romance, System, Transmigration, Yandere"
https://www.mtlnovel.com/cannon-fodder-is-not-in-the-service-area/,https://www.mtlnovel.net/uploads/2021/10/cannon-fodder-is-not-in-the-service-area-180x240.jpg.webp,Cannon Fodder is Not In the Service Area,CFNISA,炮灰不在服务区,Completed,Stir-fried Shiitake Mushrooms in Oil,"Drama, Josei, Mecha, Sci-fi","Action, Artificial Intelligence, Battle Competition, Childcare, Comedic Undertone, Cunning Protagonist, Depictions of Cruelty, Female Protagonist, Friendship, Game Elements, Hard-Working Protagonist, Harsh Training, Late Romance, Money Grubber, Past Trauma, Poor to Rich, Romantic Subplot, Schemes And Conspiracies, System, Transmigration"
https://www.mtlnovel.com/i-work-as-a-crew-member-on-the-rocks-pirates/,https://www.mtlnovel.net/uploads/2021/10/i-work-as-a-crew-member-on-the-rocks-pirates-180x240.jpg.webp,I Work As a Crew Member on the Rocks Pirates,IWACMRP,我在洛克斯海贼团上当船员,Completed,Su Mo Ranhen,Fan-Fiction,"Chat Rooms, Cheats, Male Protagonist, One Piece, Pirates, Strong to Stronger, System, System Administrator, Transmigration"
https://www.mtlnovel.com/special-female-soldier/,https://www.mtlnovel.net/uploads/2021/10/special-female-soldier.jpg.webp,Special Female Soldier,SFS,特种女兵,Completed,Jiang Xiaoqun,"Action, Josei, Military, Romance","Action, Adopted Protagonist, Army, Beautiful Female Lead, beautiful heroine, Calm Protagonist, Caring Protagonist, Character Development, Clever Protagonist, Depression, Determined Protagonist, Discrimination, Enemies Become Lovers, Family, Female Protagonist, Firearms, Friendship, Gunfighters, Hiding True Identity, Leadership, Love Interest Falls in Love First, Loyal Subordinates, Medical Knowledge, Mercenaries, Modern Day, Near-Death Experience, Protagonist Strong from the Start, Secret Identity, Slow Romance, Soldiers, Strong Love Interests, Strong to Stronger, Survival, Teamwork, Terrorists, Torture, Twins"
https://www.mtlnovel.com/live-im-the-demon-king-in-the-abyss/,https://www.mtlnovel.net/uploads/2021/10/live-i-m-the-demon-king-in-the-abyss-180x240.jpg.webp,Live: I’m the Demon King In the Abyss,LIDKIA,直播：我在深渊当魔王,Completed,Green tea,"Fantasy, Xuanhuan","Chat Rooms, Demon Lord, Demonic Cultivation Technique, Demons, Dragons, God Protagonist, Handsome Male Lead, Harem-seeking Protagonist, Incubus, Male Protagonist, Succubus, System, Transmigration"
https://www.mtlnovel.com/after-the-abyss-dragon-woke-up/,https://www.mtlnovel.net/uploads/2021/10/after-the-abyss-dragon-woke-up-180x240.jpg.webp,After The Abyss Dragon Woke Up,AADWU,深渊巨龙苏醒以后,Completed,桑沃,"Action, Adventure, Comedy, Fantasy, Yaoi","Dense Protagonist, Dragon Slayers, Dragons, Elemental Magic, Emotionally Weak Protagonist, Fantasy, Fantasy World, First-time Intercourse, Hiding True Abilities, Hiding True Identity, Magic"
https://www.mtlnovel.com/after-transmigrating-into-a-novel-she-become-the-opposing-characters-mother/,https://www.mtlnovel.net/uploads/2021/10/after-wearing-the-book-she-became-the-real-mother-of-the-villains-180x240.jpg.webp,"After Transmigrating Into a Novel, She Become the Opposing Character’s Mother",AWBSBRMV,穿书后她成了反派们的亲妈,Completed,Painted Green Garden,Romance,"Female Protagonist, Villainess Noble Girls"
